有價證卷代號及名稱,日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
1215　卜蜂,107/03/05,"2,415,830","165,086,802",69.00,69.50,67.50,67.50,-1.70,"1,456"
1215　卜蜂,107/03/06,"957,190","64,938,681",68.00,68.40,67.60,67.90,+0.40,646
1215　卜蜂,107/03/07,"1,395,274","95,396,932",67.70,69.20,67.60,67.60,-0.30,909
1215　卜蜂,107/03/08,"3,316,753","230,331,370",68.50,70.80,68.50,68.50,+0.90,"2,068"
1215　卜蜂,107/03/09,"1,464,387","100,078,528",68.90,69.30,67.60,68.40,-0.10,"1,074"
1215　卜蜂,107/03/12,"1,524,274","104,125,855",68.60,68.70,68.00,68.10,-0.30,958
1215　卜蜂,107/03/13,"1,018,392","69,251,856",68.10,68.50,67.70,67.80,-0.30,746
1215　卜蜂,107/03/14,"538,899","36,566,690",68.00,68.20,67.70,67.70,-0.10,492
1215　卜蜂,107/03/15,"618,040","41,961,220",68.00,68.10,67.70,67.70, 0.00,446
1215　卜蜂,107/03/16,"1,295,119","87,274,387",67.90,68.00,67.00,67.00,-0.70,854
1215　卜蜂,107/03/19,"1,794,966","118,934,291",66.70,66.80,65.80,66.20,-0.80,"1,337"
1215　卜蜂,107/03/20,"710,429","47,190,741",66.20,66.90,65.90,66.60,+0.40,691
1215　卜蜂,107/03/21,"947,940","63,749,904",66.80,67.80,66.60,67.30,+0.70,791
1215　卜蜂,107/03/22,"903,081","60,407,292",67.40,67.50,66.50,66.50,-0.80,740
1215　卜蜂,107/03/23,"1,805,211","118,683,758",66.00,66.10,65.50,65.60,-0.90,"1,217"
1215　卜蜂,107/03/26,"1,454,989","95,384,374",65.40,66.40,65.00,65.50,-0.10,930
1215　卜蜂,107/03/27,"719,540","47,303,777",65.90,66.20,65.40,65.40,-0.10,571
1215　卜蜂,107/03/28,"552,254","36,001,166",65.40,65.40,65.00,65.20,-0.20,472
1215　卜蜂,107/03/29,"311,587","20,362,307",65.30,65.60,65.20,65.40,+0.20,248
1215　卜蜂,107/03/30,"499,030","32,690,244",65.70,65.70,65.40,65.60,+0.20,392
1215　卜蜂,107/03/31,"204,787","13,405,642",65.70,65.70,65.30,65.40,-0.20,195
1215　卜蜂,107/04/02,"232,667","15,252,422",65.80,65.80,65.40,65.50,+0.10,239
1215　卜蜂,107/04/03,"805,916","52,309,575",65.50,65.50,64.80,65.00,-0.50,642
1215　卜蜂,107/04/09,"1,109,009","71,281,205",65.20,65.20,64.00,64.10,-0.90,"1,015"
1215　卜蜂,107/04/10,"1,621,322","104,016,158",64.20,64.50,64.00,64.00,-0.10,972
1215　卜蜂,107/04/11,"1,396,597","88,909,356",64.20,64.20,63.40,63.50,-0.50,"1,105"
1215　卜蜂,107/04/12,"1,502,479","94,586,407",63.10,63.30,62.70,62.90,-0.60,"1,149"
1215　卜蜂,107/04/13,"958,190","60,733,610",63.00,64.00,62.90,63.20,+0.30,702
1215　卜蜂,107/04/16,"960,246","60,146,532",63.20,63.20,62.40,62.70,-0.50,687
1215　卜蜂,107/04/17,"529,326","33,320,882",62.80,63.20,62.70,63.10,+0.40,383
1215　卜蜂,107/04/18,"1,274,427","79,670,857",63.50,63.50,62.10,62.20,-0.90,"1,006"
1215　卜蜂,107/04/19,"443,964","27,782,924",62.20,62.90,62.20,62.70,+0.50,338
1215　卜蜂,107/04/20,"573,859","35,904,717",62.80,62.80,62.50,62.60,-0.10,357
1215　卜蜂,107/04/23,"457,392","28,874,889",62.70,63.30,62.70,63.10,+0.50,321
1215　卜蜂,107/04/24,"468,043","29,406,504",63.10,63.10,62.60,62.90,-0.20,346
1215　卜蜂,107/04/25,"548,301","34,617,306",62.50,63.50,62.40,63.50,+0.60,405
1215　卜蜂,107/04/26,"830,144","52,601,637",63.70,63.70,62.90,63.20,-0.30,531
1215　卜蜂,107/04/27,"358,003","22,664,180",63.20,63.50,63.20,63.20, 0.00,282
1215　卜蜂,107/04/30,"625,663","39,905,657",63.20,64.30,63.00,64.00,+0.80,429
1215　卜蜂,107/05/02,"757,904","47,723,891",63.50,63.50,62.40,63.40,-0.60,615
1215　卜蜂,107/05/03,"575,591","36,076,286",62.50,62.90,62.50,62.80,-0.60,478
1215　卜蜂,107/05/04,"484,833","30,382,579",62.80,62.80,62.60,62.60,-0.20,422
1215　卜蜂,107/05/07,"471,386","29,378,229",62.60,63.00,62.10,62.20,-0.40,302
1215　卜蜂,107/05/08,"429,553","26,675,755",62.10,62.20,62.00,62.10,-0.10,287
1215　卜蜂,107/05/09,"591,681","36,321,741",62.10,62.20,60.50,61.30,-0.80,493
1215　卜蜂,107/05/10,"3,036,960","181,555,567",60.00,60.40,59.10,59.80,-1.50,"1,943"
1215　卜蜂,107/05/11,"1,017,985","61,410,085",60.00,60.50,60.00,60.50,+0.70,716
1215　卜蜂,107/05/14,"1,447,318","86,436,955",60.10,60.30,59.40,59.80,-0.70,"1,007"
1215　卜蜂,107/05/15,"910,913","54,361,550",59.80,60.20,59.20,59.90,+0.10,644
1215　卜蜂,107/05/16,"884,238","53,347,918",59.90,60.70,59.50,60.60,+0.70,650
1215　卜蜂,107/05/17,"437,504","26,557,644",61.00,61.00,60.50,60.70,+0.10,379
1215　卜蜂,107/05/18,"578,211","34,963,381",60.70,60.80,60.10,60.10,-0.60,444
1215　卜蜂,107/05/21,"502,657","30,398,830",60.20,60.60,60.20,60.50,+0.40,333
1215　卜蜂,107/05/22,"391,893","23,729,620",60.70,60.70,60.20,60.20,-0.30,312
1215　卜蜂,107/05/23,"468,885","28,172,957",60.20,60.60,60.00,60.00,-0.20,437
1215　卜蜂,107/05/24,"518,695","31,070,527",60.10,60.10,59.70,59.90,-0.10,463
1215　卜蜂,107/05/25,"681,612","40,884,078",60.00,60.40,59.70,59.70,-0.20,524
1215　卜蜂,107/05/28,"783,242","46,714,720",59.80,60.00,59.50,59.50,-0.20,634
1215　卜蜂,107/05/29,"832,037","49,307,292",59.50,59.70,59.10,59.10,-0.40,701
1215　卜蜂,107/05/30,"1,106,774","64,641,466",59.10,59.20,58.00,58.40,-0.70,922
1215　卜蜂,107/05/31,"919,485","53,581,555",58.50,58.60,58.00,58.50,+0.10,609
1215　卜蜂,107/06/01,"665,787","39,518,220",58.50,60.40,58.30,59.90,+1.40,555
1215　卜蜂,107/06/04,"1,078,920","65,576,820",60.10,61.00,60.10,60.50,+0.60,787
1215　卜蜂,107/06/05,"392,776","23,789,967",60.90,60.90,60.50,60.50, 0.00,344
1215　卜蜂,107/06/06,"546,496","33,204,385",60.70,60.90,60.50,60.80,+0.30,462
1215　卜蜂,107/06/07,"656,766","39,638,733",61.00,61.00,60.10,60.10,-0.70,584
1215　卜蜂,107/06/08,"336,262","20,269,245",60.10,60.50,60.10,60.30,+0.20,284
1215　卜蜂,107/06/11,"438,054","26,694,279",61.00,61.30,60.70,60.70,+0.40,334
1215　卜蜂,107/06/12,"339,200","20,608,500",61.00,61.00,60.50,60.70, 0.00,289
1215　卜蜂,107/06/13,"346,289","20,994,434",60.70,61.00,60.40,60.40,-0.30,304
1215　卜蜂,107/06/14,"428,512","25,913,923",60.40,60.60,60.30,60.30,-0.10,329
1215　卜蜂,107/06/15,"908,050","54,898,435",60.30,60.90,60.20,60.50,+0.20,571
1215　卜蜂,107/06/19,"562,996","34,088,045",60.50,60.80,60.20,60.60,+0.10,500
1215　卜蜂,107/06/20,"549,027","33,006,217",60.50,60.50,60.00,60.00,-0.60,383
1215　卜蜂,107/06/21,"434,675","26,152,661",60.00,60.70,60.00,60.00, 0.00,274
1215　卜蜂,107/06/22,"776,813","46,560,531",60.10,60.40,59.50,59.90,-0.10,554
1215　卜蜂,107/06/25,"605,037","36,399,617",60.10,60.70,60.00,60.00,+0.10,447
1215　卜蜂,107/06/26,"324,090","19,460,442",59.90,60.20,59.80,60.00, 0.00,264
1215　卜蜂,107/06/27,"585,963","35,271,460",60.00,60.40,60.00,60.00, 0.00,302
1215　卜蜂,107/06/28,"378,290","22,723,553",60.00,60.30,60.00,60.00, 0.00,262
1215　卜蜂,107/06/29,"436,199","26,206,192",60.00,60.20,60.00,60.10,+0.10,305
1215　卜蜂,107/07/02,"635,892","38,442,467",60.50,60.70,60.20,60.30,+0.20,403
1215　卜蜂,107/07/03,"517,221","31,213,500",60.60,60.80,60.00,60.00,-0.30,384
1215　卜蜂,107/07/04,"365,677","21,958,953",60.00,60.30,59.90,60.20,+0.20,226
1215　卜蜂,107/07/05,"427,832","25,676,662",60.30,60.30,59.80,59.80,-0.40,274
1215　卜蜂,107/07/06,"459,357","27,337,220",60.30,60.30,59.10,59.50,-0.30,375
1215　卜蜂,107/07/09,"497,224","29,509,888",59.50,59.60,59.10,59.40,-0.10,394
1215　卜蜂,107/07/10,"963,332","57,004,347",59.40,59.40,59.00,59.10,-0.30,734
1215　卜蜂,107/07/11,"823,942","48,914,431",59.20,59.60,59.20,59.30,+0.20,556
1215　卜蜂,107/07/12,"1,492,364","86,274,376",57.00,58.70,56.90,58.50,X0.00,"1,039"
1215　卜蜂,107/07/13,"461,317","26,931,203",58.50,58.60,58.00,58.40,-0.10,390
1215　卜蜂,107/07/16,"425,376","24,787,325",58.50,58.60,58.00,58.10,-0.30,312
1215　卜蜂,107/07/17,"553,807","32,004,361",58.10,58.20,57.60,57.60,-0.50,431
1215　卜蜂,107/07/18,"480,871","27,796,248",57.50,58.10,57.50,58.00,+0.40,360
1215　卜蜂,107/07/19,"362,447","20,941,112",58.30,58.40,57.60,57.70,-0.30,308
1215　卜蜂,107/07/20,"413,295","23,780,210",57.60,57.70,57.40,57.60,-0.10,346
1215　卜蜂,107/07/23,"254,066","14,581,899",57.60,57.60,57.20,57.30,-0.30,224
1215　卜蜂,107/07/24,"429,054","24,513,005",57.30,57.30,57.00,57.10,-0.20,291
1215　卜蜂,107/07/25,"1,037,421","58,736,731",57.10,57.10,56.50,56.70,-0.40,729
1215　卜蜂,107/07/26,"600,270","34,020,012",56.60,56.90,56.50,56.70, 0.00,406
1215　卜蜂,107/07/27,"567,668","32,500,167",56.80,57.40,56.80,57.20,+0.50,411
1215　卜蜂,107/07/30,"440,655","25,217,624",57.10,57.40,57.10,57.30,+0.10,276
1215　卜蜂,107/07/31,"894,938","51,847,068",57.40,58.30,57.30,58.20,+0.90,552
1215　卜蜂,107/08/01,"593,304","34,309,232",58.20,58.20,57.60,57.60,-0.60,410
1215　卜蜂,107/08/02,"353,858","20,338,864",57.60,57.80,57.30,57.30,-0.30,271
1215　卜蜂,107/08/03,"909,543","51,778,016",57.30,57.50,56.60,56.70,-0.60,657
1215　卜蜂,107/08/06,"393,670","22,447,860",56.80,57.20,56.70,57.10,+0.40,281
1215　卜蜂,107/08/07,"507,382","28,850,436",57.10,57.20,56.70,56.80,-0.30,412
1215　卜蜂,107/08/08,"1,006,552","57,779,433",56.90,58.00,56.80,57.10,+0.30,636
1215　卜蜂,107/08/09,"584,266","33,762,334",57.50,58.00,57.20,58.00,+0.90,441
1215　卜蜂,107/08/10,"696,319","40,125,119",58.10,58.10,57.20,57.30,-0.70,501
1215　卜蜂,107/08/13,"689,037","39,506,627",57.80,57.80,57.00,57.30, 0.00,498
1215　卜蜂,107/08/14,"6,397,470","340,698,495",54.50,54.50,52.50,53.40,-3.90,"3,658"
1215　卜蜂,107/08/15,"5,827,355","292,641,223",53.30,53.30,49.15,49.55,-3.85,"3,687"
1215　卜蜂,107/08/16,"2,546,226","124,223,442",48.90,49.30,48.00,49.10,-0.45,"1,621"
1215　卜蜂,107/08/17,"1,663,407","82,666,550",49.30,50.70,49.30,49.40,+0.30,"1,041"
1215　卜蜂,107/08/20,"1,030,942","51,888,246",49.50,50.80,49.50,50.30,+0.90,758
1215　卜蜂,107/08/21,"1,107,789","55,688,757",50.40,50.70,49.90,50.00,-0.30,818
1215　卜蜂,107/08/22,"1,291,220","64,060,800",50.00,50.00,49.30,49.40,-0.60,828
1215　卜蜂,107/08/23,"369,469","18,409,850",49.40,50.10,49.30,49.75,+0.35,302
1215　卜蜂,107/08/24,"328,007","16,233,689",49.90,49.90,49.35,49.50,-0.25,301
1215　卜蜂,107/08/27,"853,266","43,169,666",50.00,50.90,50.00,50.80,+1.30,584
1215　卜蜂,107/08/28,"2,327,413","122,233,743",51.10,53.60,51.00,53.10,+2.30,"1,673"
1215　卜蜂,107/08/29,"958,800","50,220,356",53.10,53.20,52.00,52.20,-0.90,705
1215　卜蜂,107/08/30,"371,512","19,259,615",52.20,52.30,51.50,52.00,-0.20,353
1215　卜蜂,107/08/31,"317,308","16,409,701",51.80,52.30,51.40,51.90,-0.10,261
1215　卜蜂,107/09/03,"339,645","17,648,757",51.90,52.30,51.70,52.00,+0.10,288
1215　卜蜂,107/09/04,"251,513","13,112,675",52.00,52.30,52.00,52.00, 0.00,196
1215　卜蜂,107/09/05,"218,304","11,347,162",51.60,52.20,51.60,51.90,-0.10,202
1215　卜蜂,107/09/06,"392,978","20,272,352",51.90,52.00,51.30,51.30,-0.60,298
1215　卜蜂,107/09/07,"590,035","30,011,585",51.10,51.20,50.60,50.60,-0.70,398
1215　卜蜂,107/09/10,"609,335","30,442,918",50.50,50.60,49.65,49.95,-0.65,460
1215　卜蜂,107/09/11,"378,596","19,041,746",49.95,50.80,49.95,50.80,+0.85,300
1215　卜蜂,107/09/12,"565,681","28,914,129",50.90,51.40,50.90,51.00,+0.20,403
1215　卜蜂,107/09/13,"431,653","22,207,981",51.50,51.70,51.10,51.70,+0.70,317
1215　卜蜂,107/09/14,"422,475","22,031,583",52.00,52.30,51.80,52.20,+0.50,317
1215　卜蜂,107/09/17,"474,166","24,768,432",52.20,52.60,51.80,51.80,-0.40,336
1215　卜蜂,107/09/18,"328,447","16,829,817",51.50,51.70,51.00,51.00,-0.80,312
1215　卜蜂,107/09/19,"331,446","17,114,533",51.10,51.90,51.10,51.90,+0.90,281
1215　卜蜂,107/09/20,"253,261","13,147,919",52.10,52.30,51.70,51.70,-0.20,197
1215　卜蜂,107/09/21,"295,871","15,343,692",51.90,52.00,51.70,51.90,+0.20,254
1215　卜蜂,107/09/25,"336,283","17,324,179",51.90,52.00,51.30,51.40,-0.50,254
1215　卜蜂,107/09/26,"312,783","16,045,093",51.60,51.60,51.20,51.40, 0.00,204
1215　卜蜂,107/09/27,"375,249","19,296,538",51.40,51.70,51.10,51.50,+0.10,204
1215　卜蜂,107/09/28,"295,625","15,266,905",51.50,51.90,51.40,51.50, 0.00,276
1215　卜蜂,107/10/01,"354,777","18,360,417",51.50,51.90,51.50,51.70,+0.20,276
1215　卜蜂,107/10/02,"271,134","13,906,721",51.70,51.70,51.10,51.30,-0.40,215
1215　卜蜂,107/10/03,"273,386","13,994,993",51.10,51.40,51.10,51.10,-0.20,187
1215　卜蜂,107/10/04,"366,003","18,642,953",51.10,51.20,50.70,50.70,-0.40,283
1215　卜蜂,107/10/05,"742,161","37,083,775",50.70,50.70,49.50,50.10,-0.60,610
1215　卜蜂,107/10/08,"297,534","14,873,049",50.00,50.10,49.90,50.00,-0.10,231
1215　卜蜂,107/10/09,"171,343","8,573,843",50.00,50.10,49.90,50.10,+0.10,175
1215　卜蜂,107/10/11,"1,258,174","60,273,151",49.50,49.50,47.00,47.65,-2.45,969
1215　卜蜂,107/10/12,"836,053","38,957,214",45.65,48.00,45.45,48.00,+0.35,653
1215　卜蜂,107/10/15,"337,449","16,152,437",48.00,48.45,47.60,47.80,-0.20,301
1215　卜蜂,107/10/16,"293,407","14,082,512",47.60,48.30,47.60,47.90,+0.10,252
1215　卜蜂,107/10/17,"277,277","13,342,419",48.20,48.35,47.80,48.00,+0.10,243
1215　卜蜂,107/10/18,"185,307","8,841,336",48.00,48.00,47.50,47.70,-0.30,181
1215　卜蜂,107/10/19,"785,876","36,987,217",47.50,47.50,46.40,47.50,-0.20,484
1215　卜蜂,107/10/22,"235,426","11,084,243",47.50,47.50,47.00,47.00,-0.50,206
1215　卜蜂,107/10/23,"474,879","21,940,510",47.00,47.00,45.90,45.90,-1.10,434
1215　卜蜂,107/10/24,"522,175","23,558,976",45.10,45.80,44.60,45.80,-0.10,436
1215　卜蜂,107/10/25,"769,284","33,986,944",44.50,45.00,43.80,43.90,-1.90,618
1215　卜蜂,107/10/26,"2,323,616","95,671,556",44.00,44.40,40.00,40.80,-3.10,"1,777"
1215　卜蜂,107/10/29,"1,385,027","55,655,270",40.80,41.10,39.55,39.80,-1.00,"1,122"
1215　卜蜂,107/10/30,"2,733,231","106,325,005",39.85,39.85,37.95,39.85,+0.05,"1,710"
1215　卜蜂,107/10/31,"822,884","34,024,078",40.20,42.00,40.20,41.90,+2.05,654
1215　卜蜂,107/11/01,"567,224","23,668,098",42.00,42.05,41.10,42.00,+0.10,424
1215　卜蜂,107/11/02,"605,962","25,570,826",42.55,42.55,41.70,42.50,+0.50,359
1215　卜蜂,107/11/05,"427,893","18,313,294",42.50,43.40,42.30,43.40,+0.90,320
1215　卜蜂,107/11/06,"576,047","25,350,068",43.80,44.70,43.45,43.80,+0.40,474
1215　卜蜂,107/11/07,"433,884","19,081,557",43.95,44.20,43.60,44.20,+0.40,330
1215　卜蜂,107/11/08,"470,672","21,019,054",44.50,44.85,44.35,44.80,+0.60,389
1215　卜蜂,107/11/09,"608,610","26,706,657",44.80,44.90,43.40,43.70,-1.10,463
1215　卜蜂,107/11/12,"209,911","9,182,770",43.50,43.95,43.40,43.85,+0.15,177
1215　卜蜂,107/11/13,"449,611","19,770,689",43.50,44.50,43.25,44.50,+0.65,312
1215　卜蜂,107/11/14,"330,221","14,629,747",44.55,44.90,44.00,44.55,+0.05,253
1215　卜蜂,107/11/15,"129,188","5,699,710",44.40,44.40,43.90,44.20,-0.35,151
1215　卜蜂,107/11/16,"261,022","11,553,928",44.50,44.65,44.00,44.40,+0.20,237
1215　卜蜂,107/11/19,"513,664","23,043,005",44.50,45.15,44.50,45.15,+0.75,385
1215　卜蜂,107/11/20,"264,189","11,825,433",45.15,45.15,44.50,44.50,-0.65,226
1215　卜蜂,107/11/21,"450,836","20,150,848",44.40,45.20,43.85,45.00,+0.50,360
1215　卜蜂,107/11/22,"292,542","13,064,919",45.00,45.20,44.30,44.30,-0.70,233
1215　卜蜂,107/11/23,"219,501","9,720,638",44.70,44.70,44.10,44.30, 0.00,172
1215　卜蜂,107/11/26,"239,687","10,758,945",44.60,45.15,44.50,44.75,+0.45,212
1215　卜蜂,107/11/27,"185,257","8,313,815",45.15,45.15,44.70,44.90,+0.15,175
1215　卜蜂,107/11/28,"429,738","19,384,804",45.10,45.20,45.00,45.10,+0.20,363
1215　卜蜂,107/11/29,"279,977","12,639,657",45.40,45.40,45.00,45.00,-0.10,239
1215　卜蜂,107/11/30,"302,353","13,640,565",45.20,45.35,44.85,44.85,-0.15,258
1215　卜蜂,107/12/03,"762,413","35,056,284",45.00,46.85,44.90,46.60,+1.75,573
1215　卜蜂,107/12/04,"400,861","18,599,557",46.90,46.90,46.10,46.25,-0.35,351
1215　卜蜂,107/12/05,"368,742","16,791,863",45.80,45.90,44.75,45.85,-0.40,273
1215　卜蜂,107/12/06,"591,215","26,512,292",45.85,45.85,44.50,44.70,-1.15,497
1215　卜蜂,107/12/07,"307,668","13,942,903",44.70,45.75,44.65,45.70,+1.00,257
1215　卜蜂,107/12/10,"168,632","7,609,977",45.50,45.50,44.95,45.05,-0.65,155
1215　卜蜂,107/12/11,"154,806","6,971,848",45.05,45.25,44.90,44.90,-0.15,127
1215　卜蜂,107/12/12,"647,972","29,990,932",44.95,46.80,44.95,46.50,+1.60,543
1215　卜蜂,107/12/13,"1,751,290","84,505,872",46.75,49.15,46.75,48.80,+2.30,"1,326"
1215　卜蜂,107/12/14,"4,890,470","251,248,336",49.35,52.30,49.35,51.50,+2.70,"3,505"
1215　卜蜂,107/12/17,"6,588,953","360,453,383",53.20,55.50,53.20,55.00,+3.50,"4,546"
1215　卜蜂,107/12/18,"8,705,184","476,067,152",55.30,56.40,52.50,52.80,-2.20,"5,793"
1215　卜蜂,107/12/19,"3,280,869","170,843,041",53.70,53.70,50.80,51.40,-1.40,"2,334"
1215　卜蜂,107/12/20,"1,656,279","84,271,263",50.60,51.50,50.20,51.50,+0.10,"1,162"
1215　卜蜂,107/12/21,"2,161,950","112,653,156",51.70,52.90,51.10,52.50,+1.00,"1,499"
1215　卜蜂,107/12/22,"6,439,513","353,258,704",52.70,56.20,52.70,54.80,+2.30,"4,288"
1215　卜蜂,107/12/24,"5,219,255","290,791,525",55.30,56.50,54.80,55.00,+0.20,"3,369"
1215　卜蜂,107/12/25,"3,464,967","191,364,471",55.00,56.20,54.00,55.20,+0.20,"2,243"
1215　卜蜂,107/12/26,"2,690,985","149,740,369",55.80,56.50,55.00,55.00,-0.20,"1,651"
1215　卜蜂,107/12/27,"2,053,164","112,032,830",55.70,56.00,53.70,54.30,-0.70,"1,386"
1215　卜蜂,107/12/28,"1,787,238","95,500,181",54.80,54.80,52.80,53.20,-1.10,"1,264"
1215　卜蜂,108/01/02,"1,365,654","74,052,940",54.00,54.70,53.80,54.40,+1.20,982
1215　卜蜂,108/01/03,"5,173,563","289,097,723",55.50,56.90,55.00,55.10,+0.70,"3,461"
1215　卜蜂,108/01/04,"10,452,195","589,471,551",56.20,57.90,55.20,55.50,+0.40,"6,354"
1215　卜蜂,108/01/07,"2,810,294","156,218,031",56.00,56.30,55.00,55.50, 0.00,"1,877"
1215　卜蜂,108/01/08,"2,149,227","116,722,865",55.60,55.80,54.00,54.10,-1.40,"1,538"
1215　卜蜂,108/01/09,"1,350,875","73,367,031",54.60,54.80,54.00,54.80,+0.70,912
1215　卜蜂,108/01/10,"2,140,735","118,807,925",56.00,56.30,54.80,54.80, 0.00,"1,514"
1215　卜蜂,108/01/11,"1,692,651","91,395,672",54.60,55.30,53.40,54.10,-0.70,"1,154"
1215　卜蜂,108/01/14,"914,861","48,828,767",54.10,54.10,53.10,53.20,-0.90,712
1215　卜蜂,108/01/15,"781,057","42,095,178",53.40,54.40,53.40,53.80,+0.60,599
1215　卜蜂,108/01/16,"667,510","35,825,875",53.90,54.10,53.40,53.50,-0.30,475
1215　卜蜂,108/01/17,"507,640","27,193,929",53.50,54.00,53.30,53.50, 0.00,393
1215　卜蜂,108/01/18,"505,377","27,210,609",53.80,54.00,53.60,53.80,+0.30,340
1215　卜蜂,108/01/21,"601,901","32,506,564",54.20,54.40,53.80,53.80, 0.00,411
1215　卜蜂,108/01/22,"602,571","32,116,986",53.50,53.60,53.10,53.40,-0.40,374
1215　卜蜂,108/01/23,"382,427","20,404,079",53.10,53.60,53.10,53.60,+0.20,314
1215　卜蜂,108/01/24,"372,201","19,876,747",53.60,53.70,53.20,53.40,-0.20,294
1215　卜蜂,108/01/25,"560,143","30,107,871",53.40,54.20,53.40,53.60,+0.20,432
1215　卜蜂,108/01/28,"1,462,955","79,510,532",54.00,54.90,53.60,54.50,+0.90,930
1215　卜蜂,108/01/29,"781,859","42,437,709",54.60,54.60,54.00,54.30,-0.20,550
1215　卜蜂,108/01/30,"604,628","32,840,123",54.50,54.60,54.10,54.30, 0.00,395
1215　卜蜂,108/02/11,"1,738,589","95,421,536",54.40,55.30,54.40,54.50,+0.20,913
1215　卜蜂,108/02/12,"2,655,911","147,204,917",55.00,56.00,54.70,55.80,+1.30,"1,586"
1215　卜蜂,108/02/13,"3,950,496","223,357,609",56.80,57.30,55.90,55.90,+0.10,"2,213"
1215　卜蜂,108/02/14,"1,347,915","74,229,202",55.50,55.90,54.40,55.10,-0.80,966
1215　卜蜂,108/02/15,"807,809","44,087,736",54.70,55.10,54.40,54.60,-0.50,557
1215　卜蜂,108/02/18,"904,441","49,517,505",55.30,55.40,54.40,54.70,+0.10,496
1215　卜蜂,108/02/19,"612,322","33,502,967",55.00,55.00,54.50,54.60,-0.10,381
1215　卜蜂,108/02/20,"760,765","41,831,891",54.80,55.30,54.60,55.30,+0.70,559
1215　卜蜂,108/02/21,"1,127,986","61,790,916",55.50,55.60,54.50,54.50,-0.80,647
1215　卜蜂,108/02/22,"1,089,522","58,707,588",54.50,54.50,53.50,53.80,-0.70,768
1215　卜蜂,108/02/25,"610,036","33,054,142",53.80,54.80,53.70,54.00,+0.20,427
1215　卜蜂,108/02/26,"521,187","28,152,448",54.40,54.90,53.80,53.90,-0.10,388
1215　卜蜂,108/02/27,"744,380","39,825,127",54.00,54.10,53.30,53.50,-0.40,516
1215　卜蜂,108/03/04,"379,509","20,350,656",53.60,53.90,53.50,53.70,+0.20,304
1215　卜蜂,108/03/05,"373,088","19,961,103",53.50,53.80,53.30,53.60,-0.10,307
1215　卜蜂,108/03/06,"338,514","18,155,730",53.60,53.90,53.30,53.70,+0.10,305
1215　卜蜂,108/03/07,"426,255","22,737,826",53.70,53.70,53.10,53.20,-0.50,365
1215　卜蜂,108/03/08,"420,780","22,242,811",53.00,53.00,52.70,52.80,-0.40,300
1215　卜蜂,108/03/11,"1,152,646","60,000,933",52.60,52.70,51.70,51.90,-0.90,836
1215　卜蜂,108/03/12,"518,842","27,015,133",52.00,52.40,51.80,52.00,+0.10,426
1215　卜蜂,108/03/13,"306,397","15,957,788",52.10,52.30,51.80,52.30,+0.30,259
1215　卜蜂,108/03/14,"507,225","26,768,340",52.40,53.00,52.40,52.80,+0.50,371
1215　卜蜂,108/03/15,"355,849","18,791,493",52.80,53.00,52.50,52.60,-0.20,314
1215　卜蜂,108/03/18,"568,144","29,637,945",52.60,52.70,51.80,52.20,-0.40,410
1215　卜蜂,108/03/19,"551,153","28,785,378",52.30,52.50,52.00,52.10,-0.10,374
1215　卜蜂,108/03/20,"383,126","19,947,678",52.20,52.40,51.80,52.00,-0.10,336
1215　卜蜂,108/03/21,"442,445","22,970,321",52.00,52.10,51.80,51.80,-0.20,332
1215　卜蜂,108/03/22,"957,806","49,351,714",51.90,52.00,51.30,51.40,-0.40,615
1215　卜蜂,108/03/25,"602,294","30,667,669",51.00,51.20,50.80,50.80,-0.60,452
1215　卜蜂,108/03/26,"498,889","25,695,205",50.70,51.90,50.70,51.90,+1.10,382
1215　卜蜂,108/03/27,"528,766","27,243,436",52.00,52.00,51.30,51.40,-0.50,345
1215　卜蜂,108/03/28,"357,635","18,410,748",51.20,51.80,51.00,51.60,+0.20,313
1215　卜蜂,108/03/29,"401,110","20,771,920",51.60,52.00,51.50,51.80,+0.20,315
1215　卜蜂,108/04/01,"499,577","25,814,655",52.00,52.00,51.50,51.50,-0.30,350
1215　卜蜂,108/04/02,"356,374","18,459,848",51.50,52.00,51.50,51.70,+0.20,244
1215　卜蜂,108/04/03,"513,841","26,723,790",51.70,52.20,51.60,52.10,+0.40,366
1215　卜蜂,108/04/08,"778,420","41,065,792",52.10,53.00,52.10,52.70,+0.60,547
1215　卜蜂,108/04/09,"1,142,343","60,827,195",52.80,53.70,52.70,53.30,+0.60,760
1215　卜蜂,108/04/10,"518,545","27,491,826",53.60,53.60,52.70,53.30, 0.00,435
1215　卜蜂,108/04/11,"390,188","20,713,657",53.30,53.30,52.90,53.10,-0.20,347
1215　卜蜂,108/04/12,"441,878","23,438,512",53.10,53.20,52.80,53.10, 0.00,350
1215　卜蜂,108/04/15,"313,358","16,648,199",53.20,53.40,53.00,53.10, 0.00,282
1215　卜蜂,108/04/16,"503,480","26,465,581",53.10,53.10,52.30,52.30,-0.80,392
1215　卜蜂,108/04/17,"2,164,174","116,451,201",52.50,54.50,52.40,54.30,+2.00,"1,471"
1215　卜蜂,108/04/18,"1,336,071","71,714,070",54.10,54.50,53.10,53.30,-1.00,884
1215　卜蜂,108/04/19,"778,368","42,023,932",54.00,54.30,53.60,54.30,+1.00,577
1215　卜蜂,108/04/22,"3,266,684","181,601,178",54.90,57.00,54.80,55.60,+1.30,"1,987"
